Subscription ID,Subscription Type,Duration (Days)
12489,daily,13
8152,monthly,182
8153,monthly,1826
40794,one-off,0
40797,monthly,1006
40790,daily,53
40792,monthly,730
40799,monthly,2495
43977,monthly,2649
40420,one-off,0
40427,one-off,0
40426,yearly,10227
40429,yearly,5114
40428,yearly,1461
14505,daily,48
14504,daily,38
14501,yearly,2191
14508,monthly,610
38166,one-off,0
38161,yearly,2557
38163,monthly,881
38162,one-off,0
38169,monthly,1157
43213,daily,24
43212,monthly,2616
43214,monthly,672
43217,daily,40
43218,monthly,943
11367,yearly,4018
11363,one-off,0
19179,monthly,1370
19178,yearly,1461
19172,one-off,0
19171,monthly,306
19177,yearly,2191
19175,one-off,0
19174,yearly,15340
19282,daily,16
19286,yearly,6940
46060,yearly,8035
46064,one-off,0
46067,daily,12
46069,monthly,549
52246,yearly,6209
52247,yearly,3287
52240,monthly,2556
52241,monthly,2708
52249,daily,8
53194,monthly,337
53193,yearly,7670
53191,monthly,2314
53199,daily,14
19825,daily,16
16836,daily,13
19827,yearly,5114
19826,one-off,0
7849,monthly,1279
7848,monthly,2679
7845,daily,14
7844,yearly,5479
7846,one-off,0
19829,monthly,791
19828,monthly,1522
7842,yearly,10592
12106,yearly,4018
12102,daily,17
12100,monthly,1705
12109,monthly,1949
9342,yearly,5478
9344,monthly,92
9346,monthly,2068
9348,yearly,8401
9349,daily,3
21707,monthly,2192
46684,monthly,2375
46686,monthly,212
46681,daily,24
21702,yearly,2556
46683,monthly,1675
46682,yearly,3653
46689,yearly,1826
46688,daily,42
21709,yearly,3287
54978,yearly,1826
54973,one-off,0
54976,yearly,10227
54977,monthly,2284
48302,daily,44
48301,one-off,0
48307,monthly,882
48304,monthly,972
48308,daily,24
44682,yearly,2191
44686,yearly,10592
26958,yearly,6939
26957,monthly,1826
44688,monthly,1004
26951,one-off,0
26950,yearly,4748
29599,monthly,1612
13276,yearly,1461
13275,one-off,0
13272,monthly,2161
13273,monthly,396
13271,monthly,761
45085,monthly,2252
45082,yearly,9132
13279,yearly,10593
43704,one-off,0
44350,yearly,1461
44353,one-off,0
44352,daily,6
44354,one-off,0
28501,monthly,1035
28506,yearly,10958
43701,daily,14
54356,yearly,7670
28509,yearly,6210
54350,monthly,2525
54351,monthly,1158
20077,yearly,6209
20074,yearly,8766
20072,one-off,0
20073,yearly,2922
20071,monthly,822
51085,monthly,761
20078,yearly,7671
51084,yearly,5114
32505,daily,24
51081,monthly,485
52637,yearly,13149
23671,yearly,11688
23672,monthly,2252
23674,daily,48
23676,yearly,5479
27701,yearly,10592
27700,monthly,2740
27705,one-off,0
27706,daily,17
51452,yearly,7671
51454,daily,18
51456,yearly,3652
51457,yearly,15341
17048,daily,46
35131,daily,51
35133,monthly,1219
35135,one-off,0
35134,daily,47
35136,monthly,2707
35138,yearly,7305
32480,yearly,8400
55486,yearly,10592
32484,one-off,0
32486,monthly,1430
32487,monthly,2008
55489,monthly,2070
8454,monthly,822
8452,yearly,9131
8451,monthly,761
8450,daily,8
8459,yearly,1096
8458,monthly,2587
35689,daily,20
50505,yearly,3287
50504,one-off,0
35685,monthly,2738
35684,yearly,8035
35683,monthly,1339
50500,yearly,7670
35680,one-off,0
31565,monthly,2708
56688,yearly,11323
52908,yearly,14244
52903,monthly,2010
56681,one-off,0
31561,monthly,911
52907,monthly,2466
56685,monthly,973
52904,monthly,2405
25639,yearly,9496
25637,yearly,10957
25632,monthly,2223
25631,one-off,0
25630,daily,4
24948,one-off,0
24946,yearly,5844
24945,daily,54
24940,yearly,11323
20475,yearly,6574
57705,monthly,759
58351,one-off,0
54670,daily,28
54677,monthly,2557
25093,daily,19
25091,monthly,365
25095,daily,13
25099,yearly,3288
25098,yearly,5479
36568,monthly,1311
36567,daily,43
36565,one-off,0
36564,daily,44
36561,monthly,2252
36560,daily,6
20914,yearly,10227
20917,yearly,13149
20916,yearly,5844
20911,monthly,1796
20910,daily,55
20913,monthly,274
20918,monthly,1795
56878,monthly,1461
33421,one-off,0
33423,daily,53
18421,one-off,0
33427,yearly,5114
33426,daily,36
33429,daily,19
18428,monthly,1124
17472,monthly,669
30190,yearly,12784
30193,monthly,731
30196,one-off,0
30197,daily,3
30198,monthly,1216
15619,one-off,0
37064,monthly,2435
17476,monthly,822
37216,yearly,10227
37215,monthly,2102
37213,one-off,0
18396,monthly,2495
18397,daily,27
39369,one-off,0
39360,monthly,1521
39362,monthly,1614
39364,monthly,1915
39365,yearly,1826
47538,one-off,0
47530,monthly,2222
47531,monthly,2038
47532,daily,13
47534,yearly,5479
4358,yearly,6209
4359,yearly,2922
4354,monthly,1767
13704,daily,3
4357,yearly,8401
6424,one-off,0
42079,one-off,0
6420,one-off,0
15330,yearly,5114
46752,daily,9
42071,monthly,608
43946,one-off,0
43940,yearly,4383
43942,one-off,0
42018,yearly,16071
42011,yearly,6940
42012,monthly,671
42014,one-off,0
42017,daily,10
48610,monthly,426
45227,one-off,0
48612,monthly,2588
48613,monthly,2039
20164,monthly,2101
22255,yearly,7305
45248,monthly,671
45242,yearly,10592
45244,daily,51
45247,yearly,1096
44119,daily,6
44113,monthly,546
44112,daily,50
44110,monthly,1949
44116,daily,30
44114,daily,48
25704,one-off,0
41092,yearly,1096
41095,daily,33
41097,daily,50
41096,yearly,1826
18985,daily,13
18984,monthly,2437
18987,monthly,2557
18980,yearly,5113
18983,monthly,943
18989,one-off,0
14209,yearly,9862
5499,monthly,151
5494,daily,35
5496,monthly,334
5497,monthly,2647
5490,one-off,0
14207,one-off,0
14204,one-off,0
14205,daily,22
36607,monthly,2618
36604,yearly,2557
36605,yearly,4383
36602,yearly,5479
36600,monthly,2404
41635,yearly,2191
41634,yearly,13149
41633,yearly,12053
41639,one-off,0
40320,yearly,6940
40321,monthly,2557
40324,one-off,0
29929,monthly,427
40327,yearly,15706
29927,daily,42
40329,yearly,7305
29924,monthly,153
47670,one-off,0
47674,one-off,0
47679,one-off,0
8291,monthly,1676
8290,yearly,9496
15557,daily,43
8295,monthly,1432
15550,yearly,8401
8297,one-off,0
8296,one-off,0
8299,daily,26
48914,monthly,851
15559,one-off,0
15558,monthly,1157
8241,one-off,0
8247,monthly,2283
8244,yearly,2557
15563,one-off,0
9970,one-off,0
29662,monthly,1704
26892,monthly,2099
44805,daily,22
44807,monthly,2679
44806,one-off,0
7562,yearly,8766
29666,one-off,0
44803,yearly,6939
44809,daily,16
44808,daily,55
7569,monthly,1581
56440,one-off,0
19328,yearly,6209
19329,monthly,1553
19320,monthly,2283
19321,monthly,1949
19327,daily,32
19324,monthly,2344
9658,daily,44
13896,daily,15
13897,one-off,0
13894,monthly,913
13895,monthly,2738
13892,daily,39
13893,daily,31
13891,daily,15
46182,monthly,2710
46181,daily,35
46186,daily,52
46187,monthly,1645
46185,daily,43
43000,monthly,276
43001,yearly,4018
43004,yearly,2557
43006,yearly,7671
5937,daily,34
16115,daily,15
16116,yearly,5114
5934,monthly,2191
5933,yearly,10227
5932,monthly,638
51922,daily,6
16118,yearly,3287
16119,yearly,4383
5939,daily,5
5938,yearly,4383
12023,yearly,1826
32063,monthly,273
11667,daily,17
11666,yearly,8766
11664,yearly,1826
11662,daily,45
11661,one-off,0
11660,monthly,2038
12028,monthly,518
11668,yearly,6210
55867,daily,44
27921,monthly,427
27920,daily,13
27925,yearly,8401
17798,yearly,4018
27927,one-off,0
27929,monthly,1614
52786,yearly,1826
17791,monthly,2315
52780,yearly,4748
17793,daily,35
52782,one-off,0
34658,one-off,0
42753,one-off,0
46231,yearly,8035
46233,one-off,0
46234,monthly,791
42756,yearly,4749
46236,one-off,0
42754,one-off,0
42759,daily,49
42758,monthly,2526
45762,monthly,852
45766,monthly,2741
45769,monthly,425
45768,daily,17
53786,one-off,0
53785,daily,36
53782,monthly,2312
53781,daily,25
53788,monthly,1400
53789,monthly,2646
54839,one-off,0
54837,daily,38
54836,monthly,2557
54832,yearly,6575
35380,one-off,0
50003,daily,34
53438,one-off,0
10226,monthly,1006
53437,yearly,6940
10221,yearly,11323
10222,monthly,1980
10223,yearly,3287
49846,monthly,1430
21517,daily,22
49842,monthly,2131
21513,yearly,1095
49840,monthly,366
49841,monthly,852
49848,monthly,791
54789,yearly,5479
54788,monthly,245
50009,monthly,2374
54783,monthly,850
54782,yearly,5479
54781,daily,36
54780,monthly,426
54785,yearly,9496
21624,one-off,0
49555,monthly,577
44830,yearly,4383
50204,yearly,2922
24352,daily,39
24350,yearly,1461
24355,monthly,851
34451,one-off,0
34453,monthly,1764
34455,one-off,0
34454,yearly,8401
34457,monthly,1064
34458,monthly,1339
55072,monthly,243
55073,yearly,6574
55076,yearly,13880
51558,monthly,1856
32859,monthly,1096
51555,yearly,8035
51557,monthly,2131
51556,monthly,1675
51551,one-off,0
32852,one-off,0
32850,yearly,9131
35499,monthly,365
35496,yearly,11323
35497,one-off,0
35494,one-off,0
35492,yearly,1826
35491,yearly,2191
23820,daily,41
23821,daily,47
23822,monthly,2710
23823,monthly,1369
23826,monthly,1979
23827,daily,10
23829,one-off,0
27111,one-off,0
27112,yearly,8766
27113,one-off,0
27114,daily,41
27115,daily,10
27117,daily,19
22198,monthly,275
22196,daily,50
22193,yearly,1826
22190,monthly,457
55695,yearly,1826
55693,yearly,10958
40342,daily,43
55698,monthly,2102
55699,monthly,608
56529,monthly,1645
56524,monthly,1430
56527,monthly,1980
56526,yearly,4748
56520,monthly,792
56522,one-off,0
39948,one-off,0
57698,daily,18
57699,daily,46
57694,yearly,8401
39941,daily,42
39943,monthly,1430
39945,monthly,974
39946,yearly,8766
32149,one-off,0
32148,monthly,822
32141,monthly,2068
32143,daily,50
32142,yearly,4748
32146,one-off,0
26243,monthly,1492
26242,monthly,1522
26244,yearly,8401
26249,yearly,9862
26248,one-off,0
57348,monthly,487
57343,daily,43
57341,monthly,2344
57344,yearly,1096
57345,yearly,5479
49881,yearly,8766
37537,one-off,0
37536,monthly,1492
37535,yearly,3653
37534,monthly,2069
37531,yearly,2557
49884,monthly,700
32620,monthly,761
49885,daily,54
3842,one-off,0
4968,one-off,0
4967,yearly,5478
4966,one-off,0
4964,daily,14
4963,daily,54
4962,monthly,2191
4961,yearly,8401
4960,yearly,9131
14044,monthly,1247
14045,yearly,8036
14046,monthly,546
14047,one-off,0
14040,monthly,976
14041,one-off,0
14043,yearly,10227
14048,yearly,3287
3261,monthly,2526
3260,monthly,366
3264,monthly,2160
3267,yearly,9131
3269,one-off,0
3268,monthly,853
53845,yearly,14245
53847,yearly,8036
53840,yearly,13149
53842,yearly,6939
53848,one-off,0
37392,yearly,6210
37390,yearly,10227
18219,yearly,6574
18218,monthly,275
18215,yearly,10227
18217,daily,55
37398,yearly,7305
18211,daily,8
18213,daily,16
38711,monthly,2741
38714,one-off,0
22799,daily,27
38718,yearly,11323
38924,monthly,1338
30549,yearly,3653
30548,monthly,335
30547,monthly,2557
34847,daily,8
30544,yearly,12418
34842,monthly,1308
34843,daily,12
34841,one-off,0
40122,yearly,2192
40123,daily,38
40120,monthly,153
40126,daily,6
40127,yearly,9131
40124,yearly,2922
40128,daily,21
40129,daily,7
47478,daily,44
47475,daily,27
47476,yearly,8401
47473,monthly,2404
15797,daily,49
6887,monthly,975
15795,daily,14
15794,daily,48
15792,yearly,6940
6888,monthly,2132
15798,yearly,7305
31865,daily,20
40698,monthly,1674
40699,yearly,8401
35525,one-off,0
40690,daily,23
40691,one-off,0
40693,yearly,13149
40697,daily,35
10772,daily,20
39449,monthly,1888
39448,monthly,1096
39444,one-off,0
39447,one-off,0
39446,yearly,7305
39441,one-off,0
39440,yearly,10593
39443,one-off,0
31638,monthly,2283
31639,monthly,458
31634,monthly,212
31635,yearly,10958
31632,daily,32
31631,daily,55
33734,monthly,731
35827,one-off,0
53749,monthly,1430
35822,monthly,974
35821,daily,37
39192,yearly,12784
39191,monthly,2649
39197,yearly,3288
39195,monthly,1796
35828,daily,45
57429,one-off,0
54219,daily,38
14856,monthly,2040
4149,monthly,1158
4148,yearly,1827
51752,daily,36
4144,monthly,1461
4146,yearly,7305
34599,one-off,0
18557,one-off,0
14675,daily,13
51756,yearly,3287
18555,one-off,0
51979,one-off,0
18552,monthly,547
51977,monthly,2283
16146,yearly,2557
43578,daily,51
51974,monthly,457
16143,daily,43
43573,monthly,2010
43574,monthly,2192
43575,monthly,2283
16142,daily,41
19652,monthly,2038
19650,yearly,11323
19656,monthly,334
19654,one-off,0
19655,monthly,702
19658,monthly,2251
19659,monthly,2404
17559,monthly,2434
17558,monthly,120
17557,one-off,0
17555,monthly,1067
13428,monthly,911
13425,daily,23
13422,one-off,0
13421,monthly,243
13420,monthly,1127
52409,daily,41
46432,yearly,2557
46433,monthly,181
46430,monthly,2130
46431,monthly,1461
46437,yearly,6209
46434,monthly,1919
52404,daily,51
45169,monthly,1068
45168,daily,11
20628,monthly,2498
45165,daily,46
20625,yearly,8766
20624,monthly,518
20623,daily,29
45160,monthly,2616
45162,one-off,0
56981,monthly,1126
6077,yearly,2557
6074,one-off,0
6072,yearly,6940
6071,yearly,6939
42223,daily,24
42222,monthly,2648
42221,yearly,10957
42220,yearly,12418
42227,monthly,1035
42224,yearly,13514
20600,one-off,0
7346,yearly,9861
7347,yearly,9496
7344,daily,6
7345,monthly,395
7343,daily,51
7340,yearly,9497
10029,monthly,304
10024,daily,23
10022,yearly,13880
7348,one-off,0
7349,yearly,3287
29880,daily,26
29883,yearly,6209
29885,monthly,546
29887,yearly,8766
5355,one-off,0
5354,daily,45
5352,monthly,396
11047,one-off,0
11046,monthly,2618
11045,monthly,609
11044,daily,6
11043,daily,4
11042,daily,45
11040,monthly,1766
11048,yearly,16802
15961,daily,44
15964,monthly,608
15965,monthly,2222
8648,monthly,1127
15967,yearly,4017
8646,monthly,1125
8647,one-off,0
8640,monthly,2222
8641,monthly,1004
50958,monthly,2221
50959,monthly,1157
50955,monthly,945
50952,yearly,14975
50953,monthly,2160
50951,yearly,6210
28829,daily,38
28828,yearly,12783
10192,daily,35
28823,daily,42
28822,yearly,4018
28824,monthly,822
10193,yearly,9131
12536,daily,46
12532,one-off,0
29752,yearly,8401
12530,daily,17
16098,daily,55
16093,monthly,1888
16097,yearly,9497
10871,yearly,6574
10870,yearly,1827
10873,daily,28
10872,yearly,1095
10874,one-off,0
10876,monthly,1676
16327,yearly,9131
16326,yearly,13149
19517,monthly,1369
19516,monthly,1430
16322,yearly,5479
16321,one-off,0
16320,yearly,9497
19519,yearly,1096
19518,yearly,9862
16328,monthly,212
52082,yearly,7305
52083,yearly,6940
52081,monthly,1188
52084,yearly,2922
52085,monthly,1947
46375,one-off,0
46374,yearly,6209
46377,one-off,0
21234,monthly,1675
46371,yearly,5114
46370,daily,36
46372,daily,20
46379,monthly,821
21239,daily,25
21238,monthly,1005
57104,monthly,2374
43631,yearly,10592
57107,monthly,2527
57101,monthly,150
57102,daily,16
43639,monthly,2069
49498,monthly,2191
49494,monthly,1095
49491,monthly,306
49493,one-off,0
49492,one-off,0
52626,one-off,0
17057,monthly,518
52624,daily,28
17055,yearly,12418
17052,daily,55
52620,one-off,0
52621,daily,19
17058,daily,26
52629,monthly,1218
36938,yearly,4748
36931,daily,18
36933,monthly,1673
36934,yearly,2922
36935,yearly,3652
36936,daily,7
36937,one-off,0
54668,monthly,215
54664,one-off,0
54667,daily,41
54660,monthly,1400
54662,yearly,4748
54663,monthly,2406
20543,yearly,1461
20540,daily,4
20541,yearly,5844
20549,yearly,10592
34405,daily,18
29356,daily,30
48728,monthly,304
48729,monthly,579
48721,yearly,8401
48723,one-off,0
57817,yearly,2191
57814,yearly,1096
57813,yearly,4383
57811,daily,16
57819,yearly,8401
30839,one-off,0
30833,monthly,1582
30832,yearly,5114
34390,monthly,1644
34391,monthly,881
30836,monthly,1857
30835,daily,45
29699,yearly,1826
29694,daily,33
29697,monthly,2647
29691,one-off,0
29690,daily,54
29693,daily,34
18087,monthly,334
34640,monthly,214
34644,monthly,549
34648,daily,5
29097,daily,34
23160,yearly,2557
23162,yearly,4383
23165,one-off,0
23164,daily,18
23166,monthly,181
23169,monthly,304
23168,yearly,8401
57991,yearly,2556
6122,daily,29
24671,monthly,2618
24672,one-off,0
24674,monthly,244
24676,yearly,2922
28128,one-off,0
28129,monthly,1703
28124,monthly,1765
28125,daily,54
28126,daily,12
28127,monthly,2495
28120,yearly,2192
28122,monthly,1673
28123,monthly,913
38930,daily,29
38931,monthly,1857
38937,daily,44
22788,daily,43
22789,one-off,0
22787,daily,7
38938,yearly,3653
22785,daily,24
22783,yearly,2922
22780,yearly,2922
22781,yearly,8766
31870,one-off,0
35512,yearly,16802
35510,yearly,2922
35517,yearly,8036
35515,one-off,0
35514,one-off,0
31879,monthly,1156
23783,monthly,2679
23782,monthly,1885
23789,yearly,14975
23788,one-off,0
27095,monthly,547
27094,daily,34
51748,monthly,1826
27090,one-off,0
51744,one-off,0
51746,monthly,486
51740,monthly,1308
51741,yearly,15705
51743,daily,20
29091,yearly,1826
10276,monthly,1796
56776,yearly,7671
56777,monthly,1614
56771,monthly,2677
56773,one-off,0
25781,yearly,8400
25784,monthly,2072
10273,monthly,1979
25789,monthly,304
25788,yearly,8035
57994,daily,32
53462,monthly,1188
10271,daily,46
16147,yearly,12419
27323,one-off,0
27321,monthly,1278
27327,monthly,1857
27326,yearly,6940
35902,monthly,639
25258,monthly,2525
35903,yearly,10227
53469,monthly,2071
36099,monthly,334
25251,yearly,4383
25250,monthly,2162
36095,monthly,1127
25252,yearly,12783
25255,monthly,2131
36092,one-off,0
25257,monthly,912
25256,monthly,1642
35906,one-off,0
33110,monthly,123
33115,yearly,7671
33117,daily,38
33118,daily,37
3544,monthly,730
3546,daily,31
3547,monthly,2252
3540,yearly,2192
3541,yearly,14245
3542,monthly,2587
3549,monthly,972
41442,daily,16
41443,daily,32
41441,monthly,2041
41446,one-off,0
41447,monthly,1826
41444,yearly,2191
41445,yearly,5114
40719,monthly,1278
40718,one-off,0
40715,daily,11
40716,yearly,12784
